Year,Month,Council,Applications,Assessments,pop
2011,2,Argyll & Bute,70,40,88930
2011,3,Argyll & Bute,70,65,88930
2011,4,Argyll & Bute,50,45,88930
2011,5,Argyll & Bute,65,45,88930
2011,6,Argyll & Bute,45,40,88930
2011,7,Argyll & Bute,70,50,88930
2011,8,Argyll & Bute,45,35,88930
2011,9,Argyll & Bute,60,40,88930
2011,10,Argyll & Bute,45,40,88930
2011,11,Argyll & Bute,45,30,88930
2011,12,Argyll & Bute,35,40,88930
2012,1,Argyll & Bute,55,30,86910
2012,2,Argyll & Bute,50,35,86910
2012,3,Argyll & Bute,45,35,86910
2012,4,Argyll & Bute,35,30,86910
2012,5,Argyll & Bute,55,35,86910
2012,6,Argyll & Bute,40,20,86910
2012,7,Argyll & Bute,50,40,86910
2012,8,Argyll & Bute,30,30,86910
2012,9,Argyll & Bute,30,15,86910
2012,10,Argyll & Bute,40,35,86910
2012,11,Argyll & Bute,40,35,86910
2012,12,Argyll & Bute,30,25,86910
2013,1,Argyll & Bute,50,40,88050
2013,2,Argyll & Bute,25,25,88050
2013,3,Argyll & Bute,40,30,88050
2013,4,Argyll & Bute,35,25,88050
2013,5,Argyll & Bute,45,35,88050
2013,6,Argyll & Bute,30,30,88050
2013,7,Argyll & Bute,35,25,88050
2013,8,Argyll & Bute,50,30,88050
2013,9,Argyll & Bute,45,40,88050
2013,10,Argyll & Bute,45,25,88050
2013,11,Argyll & Bute,35,35,88050
2013,12,Argyll & Bute,35,25,88050
2014,1,Argyll & Bute,40,20,87650
2014,2,Argyll & Bute,45,25,87650
2014,3,Argyll & Bute,45,35,87650
2014,4,Argyll & Bute,40,30,87650
2014,5,Argyll & Bute,40,30,87650
2014,6,Argyll & Bute,50,30,87650
2014,7,Argyll & Bute,25,35,87650
2014,8,Argyll & Bute,40,20,87650
2014,9,Argyll & Bute,35,30,87650
2014,10,Argyll & Bute,30,20,87650
2014,11,Argyll & Bute,30,25,87650
2014,12,Argyll & Bute,20,20,87650
2015,1,Argyll & Bute,35,25,86890
2015,2,Argyll & Bute,50,35,86890
2015,3,Argyll & Bute,35,30,86890
2015,4,Argyll & Bute,45,30,86890
2015,5,Argyll & Bute,40,45,86890
2015,6,Argyll & Bute,30,25,86890
2015,7,Argyll & Bute,35,25,86890
2015,8,Argyll & Bute,35,35,86890
2015,9,Argyll & Bute,30,25,86890
2015,10,Argyll & Bute,30,20,86890
2015,11,Argyll & Bute,25,25,86890
2015,12,Argyll & Bute,25,15,86890
2016,1,Argyll & Bute,40,25,87130
2016,2,Argyll & Bute,30,30,87130
2016,3,Argyll & Bute,35,30,87130
2016,4,Argyll & Bute,35,40,87130
2016,5,Argyll & Bute,40,20,87130
2016,6,Argyll & Bute,40,45,87130
2016,7,Argyll & Bute,35,30,87130
2016,8,Argyll & Bute,30,30,87130
2016,9,Argyll & Bute,50,30,87130
2016,10,Argyll & Bute,45,40,87130
2016,11,Argyll & Bute,35,30,87130
2016,12,Argyll & Bute,30,20,87130
2017,1,Argyll & Bute,50,40,86810
2017,2,Argyll & Bute,40,30,86810
2017,3,Argyll & Bute,50,45,86810
2017,4,Argyll & Bute,45,40,86810
2017,5,Argyll & Bute,50,35,86810
2017,6,Argyll & Bute,50,40,86810
2017,7,Argyll & Bute,45,55,86810
2017,8,Argyll & Bute,30,20,86810
2017,9,Argyll & Bute,35,25,86810
2017,10,Argyll & Bute,45,40,86810
2017,11,Argyll & Bute,50,35,86810
2017,12,Argyll & Bute,20,30,86810
2018,1,Argyll & Bute,60,25,86260
2018,2,Argyll & Bute,50,45,86260
2018,3,Argyll & Bute,35,30,86260
2018,4,Argyll & Bute,25,20,86260
2018,5,Argyll & Bute,35,30,86260
2018,6,Argyll & Bute,25,20,86260
2018,7,Argyll & Bute,40,25,86260
2018,8,Argyll & Bute,45,35,86260
2018,9,Argyll & Bute,35,25,86260
2018,10,Argyll & Bute,50,45,86260
2018,11,Argyll & Bute,50,35,86260
2018,12,Argyll & Bute,20,30,86260
2019,1,Argyll & Bute,50,30,NA
2019,2,Argyll & Bute,50,30,NA
2019,3,Argyll & Bute,30,30,NA
2002,4,Clackmannanshire,85,45,48140
2002,5,Clackmannanshire,70,30,48140
2002,6,Clackmannanshire,90,25,48140
2002,7,Clackmannanshire,80,35,48140
2002,8,Clackmannanshire,75,40,48140
2002,9,Clackmannanshire,65,35,48140
2002,10,Clackmannanshire,60,15,48140
2002,11,Clackmannanshire,65,35,48140
2002,12,Clackmannanshire,85,35,48140
2003,1,Clackmannanshire,110,35,48140
2003,2,Clackmannanshire,90,40,48140
2003,3,Clackmannanshire,85,35,48140
2003,4,Clackmannanshire,60,35,48140
2003,5,Clackmannanshire,70,45,48140
2003,6,Clackmannanshire,70,45,48140
2003,7,Clackmannanshire,90,30,48140
2003,8,Clackmannanshire,85,35,48140
2003,9,Clackmannanshire,95,40,48140
2003,10,Clackmannanshire,85,40,48140
2003,11,Clackmannanshire,80,35,48140
2003,12,Clackmannanshire,50,30,48140
2004,1,Clackmannanshire,110,25,48680
2004,2,Clackmannanshire,90,45,48680
2004,3,Clackmannanshire,115,50,48680
2004,4,Clackmannanshire,95,45,48680
2004,5,Clackmannanshire,85,35,48680
2004,6,Clackmannanshire,105,60,48680
2004,7,Clackmannanshire,95,35,48680
2004,8,Clackmannanshire,100,55,48680
2004,9,Clackmannanshire,100,50,48680
2004,10,Clackmannanshire,80,45,48680
2004,11,Clackmannanshire,85,55,48680
2004,12,Clackmannanshire,70,45,48680
2005,1,Clackmannanshire,115,40,49160
2005,2,Clackmannanshire,100,60,49160
2005,3,Clackmannanshire,100,65,49160
2005,4,Clackmannanshire,100,25,49160
2005,5,Clackmannanshire,75,45,49160
2005,6,Clackmannanshire,105,65,49160
2005,7,Clackmannanshire,90,30,49160
2005,8,Clackmannanshire,105,65,49160
2005,9,Clackmannanshire,125,55,49160
2005,10,Clackmannanshire,100,55,49160
2005,11,Clackmannanshire,100,55,49160
2005,12,Clackmannanshire,70,40,49160
2006,1,Clackmannanshire,110,40,49540
2006,2,Clackmannanshire,90,60,49540
2006,3,Clackmannanshire,95,55,49540
2006,4,Clackmannanshire,85,50,49540
2006,5,Clackmannanshire,105,60,49540
2006,6,Clackmannanshire,100,60,49540
2006,7,Clackmannanshire,95,55,49540
2006,8,Clackmannanshire,120,60,49540
2006,9,Clackmannanshire,105,85,49540
2006,10,Clackmannanshire,80,75,49540
2006,11,Clackmannanshire,70,50,49540
2006,12,Clackmannanshire,50,35,49540
2007,1,Clackmannanshire,90,40,50600
2007,2,Clackmannanshire,85,60,50600
2007,3,Clackmannanshire,80,70,50600
2007,4,Clackmannanshire,70,40,50600
2007,5,Clackmannanshire,60,55,50600
2007,6,Clackmannanshire,60,45,50600
2007,7,Clackmannanshire,85,40,50600
2007,8,Clackmannanshire,65,60,50600
2007,9,Clackmannanshire,40,35,50600
2007,10,Clackmannanshire,50,40,50600
2007,11,Clackmannanshire,60,30,50600
2007,12,Clackmannanshire,40,35,50600
2008,1,Clackmannanshire,60,45,51190
2008,2,Clackmannanshire,55,50,51190
2008,3,Clackmannanshire,50,35,51190
2008,4,Clackmannanshire,65,35,51190
2008,5,Clackmannanshire,45,40,51190
2008,6,Clackmannanshire,60,40,51190
2008,7,Clackmannanshire,65,55,51190
2008,8,Clackmannanshire,45,40,51190
2008,9,Clackmannanshire,35,30,51190
2008,10,Clackmannanshire,55,30,51190
2008,11,Clackmannanshire,45,35,51190
2008,12,Clackmannanshire,40,35,51190
2009,1,Clackmannanshire,60,30,51290
2009,2,Clackmannanshire,75,25,51290
2009,3,Clackmannanshire,65,65,51290
2009,4,Clackmannanshire,55,65,51290
2009,5,Clackmannanshire,55,45,51290
2009,6,Clackmannanshire,75,35,51290
2009,7,Clackmannanshire,60,70,51290
2009,8,Clackmannanshire,60,40,51290
2009,9,Clackmannanshire,60,35,51290
2009,10,Clackmannanshire,55,55,51290
2009,11,Clackmannanshire,55,40,51290
2009,12,Clackmannanshire,35,35,51290
2010,1,Clackmannanshire,70,35,51330
2010,2,Clackmannanshire,65,55,51330
2010,3,Clackmannanshire,70,45,51330
2010,4,Clackmannanshire,70,45,51330
2010,5,Clackmannanshire,60,50,51330
2010,6,Clackmannanshire,80,55,51330
2010,7,Clackmannanshire,75,55,51330
2010,8,Clackmannanshire,75,55,51330
2010,9,Clackmannanshire,65,70,51330
2010,10,Clackmannanshire,60,50,51330
2010,11,Clackmannanshire,55,45,51330
2010,12,Clackmannanshire,40,30,51330
2011,1,Clackmannanshire,65,40,51500
2011,2,Clackmannanshire,55,60,51500
2011,3,Clackmannanshire,70,35,51500
2011,4,Clackmannanshire,50,45,51500
2011,5,Clackmannanshire,50,45,51500
2011,6,Clackmannanshire,60,45,51500
2011,7,Clackmannanshire,65,50,51500
2011,8,Clackmannanshire,65,55,51500
2011,9,Clackmannanshire,65,35,51500
2011,10,Clackmannanshire,65,45,51500
2011,11,Clackmannanshire,60,40,51500
2011,12,Clackmannanshire,25,30,51500
2012,1,Clackmannanshire,70,40,51280
2012,2,Clackmannanshire,60,45,51280
2012,3,Clackmannanshire,75,55,51280
2012,4,Clackmannanshire,60,50,51280
2012,5,Clackmannanshire,55,30,51280
2012,6,Clackmannanshire,55,35,51280
2012,7,Clackmannanshire,50,40,51280
2012,8,Clackmannanshire,40,40,51280
2012,9,Clackmannanshire,40,25,51280
2012,10,Clackmannanshire,50,30,51280
2012,11,Clackmannanshire,40,30,51280
2012,12,Clackmannanshire,20,20,51280
2013,1,Clackmannanshire,40,20,51280
2013,2,Clackmannanshire,25,20,51280
2013,3,Clackmannanshire,45,25,51280
2013,4,Clackmannanshire,40,30,51280
2013,5,Clackmannanshire,30,30,51280
2013,6,Clackmannanshire,35,30,51280
2013,7,Clackmannanshire,55,25,51280
2013,8,Clackmannanshire,35,30,51280
2013,9,Clackmannanshire,35,30,51280
2013,10,Clackmannanshire,40,40,51280
2013,11,Clackmannanshire,35,25,51280
2013,12,Clackmannanshire,25,25,51280
2014,1,Clackmannanshire,55,30,51190
2014,2,Clackmannanshire,40,35,51190
2014,3,Clackmannanshire,50,25,51190
2014,4,Clackmannanshire,55,40,51190
2014,5,Clackmannanshire,40,30,51190
2014,6,Clackmannanshire,35,40,51190
2014,7,Clackmannanshire,40,25,51190
2014,8,Clackmannanshire,35,30,51190
2014,9,Clackmannanshire,35,25,51190
2014,10,Clackmannanshire,35,30,51190
2014,11,Clackmannanshire,45,40,51190
2014,12,Clackmannanshire,20,20,51190
2015,1,Clackmannanshire,40,25,51360
2015,2,Clackmannanshire,40,30,51360
2015,3,Clackmannanshire,35,25,51360
2015,4,Clackmannanshire,35,30,51360
2015,5,Clackmannanshire,25,20,51360
2015,6,Clackmannanshire,50,35,51360
2015,7,Clackmannanshire,45,30,51360
2015,8,Clackmannanshire,40,40,51360
2015,9,Clackmannanshire,35,35,51360
2015,10,Clackmannanshire,35,25,51360
2015,11,Clackmannanshire,35,25,51360
2015,12,Clackmannanshire,30,25,51360
2016,1,Clackmannanshire,50,35,51350
2016,2,Clackmannanshire,50,30,51350
2016,3,Clackmannanshire,45,35,51350
2016,4,Clackmannanshire,30,50,51350
2016,5,Clackmannanshire,45,25,51350
2016,6,Clackmannanshire,35,25,51350
2016,7,Clackmannanshire,25,40,51350
2016,8,Clackmannanshire,45,25,51350
2016,9,Clackmannanshire,25,45,51350
2016,10,Clackmannanshire,30,25,51350
2016,11,Clackmannanshire,40,20,51350
2016,12,Clackmannanshire,25,25,51350
2017,1,Clackmannanshire,45,30,51450
2017,2,Clackmannanshire,55,40,51450
2017,3,Clackmannanshire,60,55,51450
2017,4,Clackmannanshire,45,40,51450
2017,5,Clackmannanshire,40,50,51450
2017,6,Clackmannanshire,60,35,51450
2017,7,Clackmannanshire,50,35,51450
2017,8,Clackmannanshire,40,50,51450
2017,9,Clackmannanshire,35,30,51450
2017,10,Clackmannanshire,45,35,51450
2017,11,Clackmannanshire,45,50,51450
2017,12,Clackmannanshire,25,35,51450
2018,1,Clackmannanshire,50,30,51400
2018,2,Clackmannanshire,40,40,51400
2018,3,Clackmannanshire,40,35,51400
2018,4,Clackmannanshire,55,40,51400
2018,5,Clackmannanshire,45,40,51400
2018,6,Clackmannanshire,45,25,51400
2018,7,Clackmannanshire,55,45,51400
2018,8,Clackmannanshire,55,55,51400
2018,9,Clackmannanshire,50,45,51400
2018,10,Clackmannanshire,40,35,51400
2018,11,Clackmannanshire,30,35,51400
2018,12,Clackmannanshire,20,20,51400
2019,1,Clackmannanshire,50,30,NA
2019,2,Clackmannanshire,50,50,NA
2019,3,Clackmannanshire,55,45,NA
2002,4,Dumfries & Galloway,120,70,147670
2002,5,Dumfries & Galloway,115,90,147670
2002,6,Dumfries & Galloway,125,70,147670
2002,7,Dumfries & Galloway,125,105,147670
2002,8,Dumfries & Galloway,105,65,147670
2002,9,Dumfries & Galloway,140,65,147670
2002,10,Dumfries & Galloway,175,95,147670
2002,11,Dumfries & Galloway,135,85,147670
2002,12,Dumfries & Galloway,90,75,147670
2003,1,Dumfries & Galloway,165,85,147860
2003,2,Dumfries & Galloway,155,80,147860
2003,3,Dumfries & Galloway,150,110,147860
2003,4,Dumfries & Galloway,125,90,147860
2003,5,Dumfries & Galloway,130,90,147860
2003,6,Dumfries & Galloway,145,100,147860
2003,7,Dumfries & Galloway,140,90,147860
2003,8,Dumfries & Galloway,130,90,147860
2003,9,Dumfries & Galloway,140,75,147860
2003,10,Dumfries & Galloway,145,75,147860
2003,11,Dumfries & Galloway,100,75,147860
2003,12,Dumfries & Galloway,115,85,147860
2004,1,Dumfries & Galloway,140,85,148700
2004,2,Dumfries & Galloway,130,90,148700
2004,3,Dumfries & Galloway,135,105,148700
2004,4,Dumfries & Galloway,160,90,148700
2004,5,Dumfries & Galloway,150,90,148700
2004,6,Dumfries & Galloway,130,85,148700
2004,7,Dumfries & Galloway,140,80,148700
2004,8,Dumfries & Galloway,145,110,148700
2004,9,Dumfries & Galloway,145,105,148700
2004,10,Dumfries & Galloway,125,100,148700
2004,11,Dumfries & Galloway,130,95,148700
2004,12,Dumfries & Galloway,100,70,148700
2005,1,Dumfries & Galloway,175,70,149620
2005,2,Dumfries & Galloway,155,110,149620
2005,3,Dumfries & Galloway,135,125,149620
2005,4,Dumfries & Galloway,130,105,149620
2005,5,Dumfries & Galloway,150,105,149620
2005,6,Dumfries & Galloway,165,100,149620
2005,7,Dumfries & Galloway,120,90,149620
2005,8,Dumfries & Galloway,150,105,149620
2005,9,Dumfries & Galloway,135,105,149620
2005,10,Dumfries & Galloway,125,90,149620
2005,11,Dumfries & Galloway,120,90,149620
2005,12,Dumfries & Galloway,85,70,149620
2006,1,Dumfries & Galloway,140,70,149770
2006,2,Dumfries & Galloway,155,90,149770
2006,3,Dumfries & Galloway,155,80,149770
2006,4,Dumfries & Galloway,125,80,149770
2006,5,Dumfries & Galloway,140,110,149770
2006,6,Dumfries & Galloway,125,90,149770
2006,7,Dumfries & Galloway,110,90,149770
2006,8,Dumfries & Galloway,150,90,149770
2006,9,Dumfries & Galloway,140,80,149770
2006,10,Dumfries & Galloway,150,105,149770
2006,11,Dumfries & Galloway,130,95,149770
2006,12,Dumfries & Galloway,90,70,149770
2007,1,Dumfries & Galloway,125,85,150370
2007,2,Dumfries & Galloway,125,75,150370
2007,3,Dumfries & Galloway,150,105,150370
2007,4,Dumfries & Galloway,140,100,150370
2007,5,Dumfries & Galloway,140,100,150370
2007,6,Dumfries & Galloway,130,115,150370
2007,7,Dumfries & Galloway,130,100,150370
2007,8,Dumfries & Galloway,145,90,150370
2007,9,Dumfries & Galloway,135,105,150370
2007,10,Dumfries & Galloway,130,85,150370
2007,11,Dumfries & Galloway,95,75,150370
2007,12,Dumfries & Galloway,80,55,150370
2008,1,Dumfries & Galloway,140,85,151010
2008,2,Dumfries & Galloway,135,95,151010
2008,3,Dumfries & Galloway,115,90,151010
2008,4,Dumfries & Galloway,135,85,151010
2008,5,Dumfries & Galloway,125,110,151010
2008,6,Dumfries & Galloway,130,95,151010
2008,7,Dumfries & Galloway,150,95,151010
2008,8,Dumfries & Galloway,115,100,151010
2008,9,Dumfries & Galloway,120,105,151010
2008,10,Dumfries & Galloway,110,80,151010
2008,11,Dumfries & Galloway,95,75,151010
2008,12,Dumfries & Galloway,75,55,151010
2009,1,Dumfries & Galloway,125,70,151160
2009,2,Dumfries & Galloway,90,65,151160
2009,3,Dumfries & Galloway,125,100,151160
2009,4,Dumfries & Galloway,105,70,151160
2009,5,Dumfries & Galloway,95,70,151160
2009,6,Dumfries & Galloway,125,90,151160
2009,7,Dumfries & Galloway,135,85,151160
2009,8,Dumfries & Galloway,120,80,151160
2009,9,Dumfries & Galloway,115,100,151160
2009,10,Dumfries & Galloway,125,100,151160
2009,11,Dumfries & Galloway,105,75,151160
2009,12,Dumfries & Galloway,65,70,151160
2010,1,Dumfries & Galloway,95,50,151100
2010,2,Dumfries & Galloway,100,65,151100
2010,3,Dumfries & Galloway,135,100,151100
2010,4,Dumfries & Galloway,100,75,151100
2010,5,Dumfries & Galloway,115,80,151100
2010,6,Dumfries & Galloway,130,90,151100
2010,7,Dumfries & Galloway,105,75,151100
2010,8,Dumfries & Galloway,105,95,151100
2010,9,Dumfries & Galloway,110,70,151100
2010,10,Dumfries & Galloway,85,65,151100
2010,11,Dumfries & Galloway,110,70,151100
2010,12,Dumfries & Galloway,60,65,151100
2011,1,Dumfries & Galloway,115,40,151410
2011,2,Dumfries & Galloway,100,90,151410
2011,3,Dumfries & Galloway,95,90,151410
2011,4,Dumfries & Galloway,60,35,151410
2011,5,Dumfries & Galloway,60,65,151410
2011,6,Dumfries & Galloway,80,50,151410
2011,7,Dumfries & Galloway,90,50,151410
2011,8,Dumfries & Galloway,105,75,151410
2011,9,Dumfries & Galloway,100,90,151410
2011,10,Dumfries & Galloway,85,70,151410
2011,11,Dumfries & Galloway,75,70,151410
2011,12,Dumfries & Galloway,60,70,151410
2012,1,Dumfries & Galloway,90,40,150840
2012,2,Dumfries & Galloway,100,90,150840
2012,3,Dumfries & Galloway,95,75,150840
2012,4,Dumfries & Galloway,85,75,150840
2012,5,Dumfries & Galloway,80,80,150840
2012,6,Dumfries & Galloway,85,65,150840
2012,7,Dumfries & Galloway,80,40,150840
2012,8,Dumfries & Galloway,95,80,150840
2012,9,Dumfries & Galloway,75,70,150840
2012,10,Dumfries & Galloway,90,55,150840
2012,11,Dumfries & Galloway,85,85,150840
2012,12,Dumfries & Galloway,50,45,150840
2013,1,Dumfries & Galloway,90,50,150280
2013,2,Dumfries & Galloway,70,70,150280
2013,3,Dumfries & Galloway,75,45,150280
2013,4,Dumfries & Galloway,80,45,150280
2013,5,Dumfries & Galloway,80,60,150280
2013,6,Dumfries & Galloway,70,65,150280
2013,7,Dumfries & Galloway,90,60,150280
2013,8,Dumfries & Galloway,70,55,150280
2013,9,Dumfries & Galloway,95,65,150280
2013,10,Dumfries & Galloway,80,65,150280
2013,11,Dumfries & Galloway,55,70,150280
2013,12,Dumfries & Galloway,60,35,150280
2014,1,Dumfries & Galloway,75,55,149960
2014,2,Dumfries & Galloway,80,45,149960
2014,3,Dumfries & Galloway,85,80,149960
2014,4,Dumfries & Galloway,60,55,149960
2014,5,Dumfries & Galloway,60,45,149960
2014,6,Dumfries & Galloway,50,40,149960
2014,7,Dumfries & Galloway,65,25,149960
2014,8,Dumfries & Galloway,40,40,149960
2014,9,Dumfries & Galloway,55,30,149960
2014,10,Dumfries & Galloway,60,40,149960
2014,11,Dumfries & Galloway,50,50,149960
2014,12,Dumfries & Galloway,40,25,149960
2015,1,Dumfries & Galloway,60,35,149670
2015,2,Dumfries & Galloway,50,40,149670
2015,3,Dumfries & Galloway,45,40,149670
2015,4,Dumfries & Galloway,55,45,149670
2015,5,Dumfries & Galloway,45,25,149670
2015,6,Dumfries & Galloway,65,50,149670
2015,7,Dumfries & Galloway,50,35,149670
2015,8,Dumfries & Galloway,45,25,149670
2015,9,Dumfries & Galloway,55,40,149670
2015,10,Dumfries & Galloway,55,35,149670
2015,11,Dumfries & Galloway,55,45,149670
2015,12,Dumfries & Galloway,40,45,149670
2016,1,Dumfries & Galloway,45,35,149520
2016,2,Dumfries & Galloway,80,45,149520
2016,3,Dumfries & Galloway,75,60,149520
2016,4,Dumfries & Galloway,60,50,149520
2016,5,Dumfries & Galloway,60,40,149520
2016,6,Dumfries & Galloway,45,40,149520
2016,7,Dumfries & Galloway,55,40,149520
2016,8,Dumfries & Galloway,75,50,149520
2016,9,Dumfries & Galloway,70,55,149520
2016,10,Dumfries & Galloway,70,60,149520
2016,11,Dumfries & Galloway,80,45,149520
2016,12,Dumfries & Galloway,55,55,149520
2017,1,Dumfries & Galloway,80,45,149200
2017,2,Dumfries & Galloway,85,70,149200
2017,3,Dumfries & Galloway,85,55,149200
2017,4,Dumfries & Galloway,65,55,149200
2017,5,Dumfries & Galloway,75,55,149200
2017,6,Dumfries & Galloway,70,65,149200
2017,7,Dumfries & Galloway,75,35,149200
2017,8,Dumfries & Galloway,80,70,149200
2017,9,Dumfries & Galloway,70,50,149200
2017,10,Dumfries & Galloway,65,65,149200
2017,11,Dumfries & Galloway,70,55,149200
2017,12,Dumfries & Galloway,50,45,149200
2018,1,Dumfries & Galloway,75,45,148790
2018,2,Dumfries & Galloway,65,50,148790
2018,3,Dumfries & Galloway,75,55,148790
2018,4,Dumfries & Galloway,85,55,148790
2018,5,Dumfries & Galloway,90,70,148790
2018,6,Dumfries & Galloway,75,65,148790
2018,7,Dumfries & Galloway,80,50,148790
2018,8,Dumfries & Galloway,80,85,148790
2018,9,Dumfries & Galloway,65,55,148790
2018,10,Dumfries & Galloway,85,60,148790
2018,11,Dumfries & Galloway,85,65,148790
2018,12,Dumfries & Galloway,45,45,148790
2019,1,Dumfries & Galloway,85,45,NA
2019,2,Dumfries & Galloway,70,60,NA
2019,3,Dumfries & Galloway,70,60,NA
2002,4,Dundee City,70,35,144370
2002,5,Dundee City,85,50,144370
2002,6,Dundee City,55,40,144370
2002,7,Dundee City,85,40,144370
2002,8,Dundee City,65,65,144370
2002,9,Dundee City,85,65,144370
2002,10,Dundee City,85,50,144370
2002,11,Dundee City,95,45,144370
2002,12,Dundee City,65,50,144370
2003,1,Dundee City,95,40,144080
2003,2,Dundee City,95,45,144080
2003,3,Dundee City,90,35,144080
2003,4,Dundee City,95,40,144080
2003,5,Dundee City,95,45,144080
2003,6,Dundee City,80,55,144080
2003,7,Dundee City,110,20,144080
2003,8,Dundee City,90,40,144080
2003,9,Dundee City,90,55,144080
2003,10,Dundee City,80,60,144080
2003,11,Dundee City,75,35,144080
2003,12,Dundee City,85,40,144080
2004,1,Dundee City,105,30,143100
2004,2,Dundee City,115,60,143100
2004,3,Dundee City,125,50,143100
2004,4,Dundee City,115,50,143100
2004,5,Dundee City,110,50,143100
2004,6,Dundee City,130,50,143100
2004,7,Dundee City,120,40,143100
2004,8,Dundee City,125,40,143100
2004,9,Dundee City,115,45,143100
2004,10,Dundee City,105,35,143100
2004,11,Dundee City,130,45,143100
2004,12,Dundee City,85,45,143100
2005,1,Dundee City,120,55,143600
2005,2,Dundee City,140,50,143600
2005,3,Dundee City,165,80,143600
2005,4,Dundee City,135,85,143600
2005,5,Dundee City,190,90,143600
2005,6,Dundee City,170,105,143600
2005,7,Dundee City,140,25,143600
2005,8,Dundee City,170,80,143600
2005,9,Dundee City,150,95,143600
2005,10,Dundee City,160,70,143600
2005,11,Dundee City,185,90,143600
2005,12,Dundee City,130,75,143600
2006,1,Dundee City,160,145,143360
2006,2,Dundee City,180,95,143360
2006,3,Dundee City,165,100,143360
2006,4,Dundee City,185,105,143360
2006,5,Dundee City,185,125,143360
2006,6,Dundee City,190,80,143360
2006,7,Dundee City,185,90,143360
2006,8,Dundee City,215,105,143360
2006,9,Dundee City,135,135,143360
2006,10,Dundee City,175,90,143360
2006,11,Dundee City,165,135,143360
2006,12,Dundee City,125,55,143360
2007,1,Dundee City,155,105,143700
2007,2,Dundee City,195,60,143700
2007,3,Dundee City,220,55,143700
2007,4,Dundee City,180,70,143700
2007,5,Dundee City,190,120,143700
2007,6,Dundee City,170,90,143700
2007,7,Dundee City,185,90,143700
2007,8,Dundee City,230,185,143700
2007,9,Dundee City,180,205,143700
2007,10,Dundee City,195,150,143700
2007,11,Dundee City,225,110,143700
2007,12,Dundee City,155,80,143700
2008,1,Dundee City,205,190,144290
2008,2,Dundee City,235,135,144290
2008,3,Dundee City,270,175,144290
2008,4,Dundee City,230,235,144290
2008,5,Dundee City,225,125,144290
2008,6,Dundee City,225,140,144290
2008,7,Dundee City,215,95,144290
2008,8,Dundee City,195,85,144290
2008,9,Dundee City,235,100,144290
